Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m),,Potash,ph,Crop
,,,,,,,,,,,,,,,,,,55,6.463271076,watermelon
,,,,,,,,,,,,,,,,,,47,6.260838965,watermelon
,,,,,,,,,,,,,,,,,,55,6.776533055,muskmelon
,,,,,,,,,,,,,,,,,,48,6.528404378,muskmelon
,,,,,,,,,,,,,,,,,,52,6.750145572,muskmelon
,,,,,,,,,,,,,,,,,,52,6.562832807,muskmelon
,,,,,,,,,,,,,,,,,,45,6.117530021,muskmelon
,,,,,,,,,,,,,,,,,,49,6.076459669,muskmelon
,,,,,,,,,,,,,,,,,,53,6.293486295,muskmelon
,,,,,,,,,,,,,,,,,,51,6.069171847,muskmelon
,,,,,,,,,,,,,,,,,,52,6.740983646,muskmelon
,,,,,,,,,,,,,,,,,,52,6.201797639,muskmelon
,,,,,,,,,,,,,,,,,,48,6.041027474,muskmelon
,,,,,,,,,,,,,,,,,,52,6.019372459,muskmelon
,,,,,,,,,,,,,,,,,,45,6.704104127,muskmelon
,,,,,,,,,,,,,,,,,,55,6.494251024,muskmelon
,,,,,,,,,,,,,,,,,,45,6.224535449,muskmelon
,,,,,,,,,,,,,,,,,,55,6.160414414,muskmelon
,,,,,,,,,,,,,,,,,,55,6.168757984,muskmelon
,,,,,,,,,,,,,,,,,,51,6.085444691,muskmelon
,,,,,,,,,,,,,,,,,,48,6.159050816,muskmelon
,,,,,,,,,,,,,,,,,,48,6.606033244,muskmelon
,,,,,,,,,,,,,,,,,,53,6.447662945,muskmelon
,,,,,,,,,,,,,,,,,,53,6.105909623,muskmelon
,,,,,,,,,,,,,,,,,,46,6.559763394,muskmelon
,,,,,,,,,,,,,,,,,,47,6.14410903,muskmelon
,,,,,,,,,,,,,,,,,,50,6.099662369,muskmelon
,,,,,,,,,,,,,,,,,,53,6.413927319,muskmelon
,,,,,,,,,,,,,,,,,,52,6.075144116,muskmelon
,,,,,,,,,,,,,,,,,,55,6.123802502,muskmelon
,,,,,,,,,,,,,,,,,,54,6.698468621,muskmelon
,,,,,,,,,,,,,,,,,,50,6.088885814,muskmelon
,,,,,,,,,,,,,,,,,,48,6.367800632,muskmelon
,,,,,,,,,,,,,,,,,,54,6.425930938,muskmelon
,,,,,,,,,,,,,,,,,,51,6.469983276,muskmelon
,,,,,,,,,,,,,,,,,,54,6.094016338,muskmelon
,,,,,,,,,,,,,,,,,,52,6.150090899,muskmelon
,,,,,,,,,,,,,,,,,,52,6.646962425,muskmelon
,,,,,,,,,,,,,,,,,,46,6.379690748,muskmelon
,,,,,,,,,,,,,,,,,,46,6.732834334,muskmelon
,,,,,,,,,,,,,,,,,,46,6.126019932,muskmelon
,,,,,,,,,,,,,,,,,,47,6.161123579,muskmelon
,,,,,,,,,,,,,,,,,,52,6.442810053,muskmelon
,,,,,,,,,,,,,,,,,,55,6.732049075,muskmelon
,,,,,,,,,,,,,,,,,,47,6.243673725,muskmelon
,,,,,,,,,,,,,,,,,,45,6.266208727,muskmelon
,,,,,,,,,,,,,,,,,,49,6.350623739,muskmelon
,,,,,,,,,,,,,,,,,,52,6.002927293,muskmelon
,,,,,,,,,,,,,,,,,,51,6.342573112,muskmelon
,,,,,,,,,,,,,,,,,,53,6.163921248,muskmelon
,,,,,,,,,,,,,,,,,,55,6.121745389,muskmelon
,,,,,,,,,,,,,,,,,,49,6.130160473,muskmelon
,,,,,,,,,,,,,,,,,,48,6.440584681,muskmelon
,,,,,,,,,,,,,,,,,,47,6.185053234,muskmelon
,,,,,,,,,,,,,,,,,,45,6.157724816,muskmelon
,,,,,,,,,,,,,,,,,,48,6.776987974,muskmelon
,,,,,,,,,,,,,,,,,,47,6.431970877,muskmelon
,,,,,,,,,,,,,,,,,,48,6.708743843,muskmelon
,,,,,,,,,,,,,,,,,,47,6.010739645,muskmelon
,,,,,,,,,,,,,,,,,,49,6.365956658,muskmelon
,,,,,,,,,,,,,,,,,,47,6.668382766,muskmelon
,,,,,,,,,,,,,,,,,,46,6.74669542,muskmelon
,,,,,,,,,,,,,,,,,,45,6.031665834,muskmelon
,,,,,,,,,,,,,,,,,,45,6.40077205,muskmelon
,,,,,,,,,,,,,,,,,,50,6.448792689,muskmelon
,,,,,,,,,,,,,,,,,,49,6.251420275,muskmelon
,,,,,,,,,,,,,,,,,,47,6.274452811,muskmelon
,,,,,,,,,,,,,,,,,,52,6.135996372,muskmelon
,,,,,,,,,,,,,,,,,,54,6.194090172,muskmelon
,,,,,,,,,,,,,,,,,,47,6.327822962,muskmelon
,,,,,,,,,,,,,,,,,,48,6.212567211,muskmelon
,,,,,,,,,,,,,,,,,,52,6.640470863,muskmelon
,,,,,,,,,,,,,,,,,,52,6.685553129,muskmelon
,,,,,,,,,,,,,,,,,,50,6.327210469,muskmelon
,,,,,,,,,,,,,,,,,,45,6.35544263,muskmelon
,,,,,,,,,,,,,,,,,,55,6.085682344,muskmelon
,,,,,,,,,,,,,,,,,,46,6.781050373,muskmelon
,,,,,,,,,,,,,,,,,,54,6.630301421,muskmelon
,,,,,,,,,,,,,,,,,,52,6.484799661,muskmelon
,,,,,,,,,,,,,,,,,,45,6.566759102,muskmelon
,,,,,,,,,,,,,,,,,,48,6.170520518,muskmelon
,,,,,,,,,,,,,,,,,,53,6.012480351,muskmelon
,,,,,,,,,,,,,,,,,,54,6.541150335,muskmelon
,,,,,,,,,,,,,,,,,,47,6.341400922,muskmelon
,,,,,,,,,,,,,,,,,,54,6.150686364,muskmelon
,,,,,,,,,,,,,,,,,,49,6.438008153,muskmelon
,,,,,,,,,,,,,,,,,,51,6.547041903,muskmelon
,,,,,,,,,,,,,,,,,,50,6.399891457,muskmelon
,,,,,,,,,,,,,,,,,,47,6.186770318,muskmelon
,,,,,,,,,,,,,,,,,,54,6.159020864,muskmelon
,,,,,,,,,,,,,,,,,,55,6.660954816,muskmelon
,,,,,,,,,,,,,,,,,,47,6.504906979,muskmelon
,,,,,,,,,,,,,,,,,,51,6.706053225,muskmelon
,,,,,,,,,,,,,,,,,,52,6.067665498,muskmelon
,,,,,,,,,,,,,,,,,,52,6.419083092,muskmelon
,,,,,,,,,,,,,,,,,,46,6.39637861,muskmelon
,,,,,,,,,,,,,,,,,,50,6.375923383,muskmelon
,,,,,,,,,,,,,,,,,,55,6.700337732,muskmelon
,,,,,,,,,,,,,,,,,,47,6.565312653,muskmelon
,,,,,,,,,,,,,,,,,,52,6.286515359,muskmelon
,,,,,,,,,,,,,,,,,,52,6.448061578,muskmelon
,,,,,,,,,,,,,,,,,,54,6.585872508,muskmelon
,,,,,,,,,,,,,,,,,,196,5.521466996,apple
,,,,,,,,,,,,,,,,,,197,6.133220586,apple
,,,,,,,,,,,,,,,,,,205,6.226289556,apple
,,,,,,,,,,,,,,,,,,201,6.321152192,apple
,,,,,,,,,,,,,,,,,,201,5.587905967,apple
,,,,,,,,,,,,,,,,,,204,5.824151693,apple
,,,,,,,,,,,,,,,,,,205,5.772179946,apple
,,,,,,,,,,,,,,,,,,205,5.790993052,apple
,,,,,,,,,,,,,,,,,,196,6.499226821,apple
,,,,,,,,,,,,,,,,,,199,5.658473817,apple
,,,,,,,,,,,,,,,,,,197,5.573241391,apple
,,,,,,,,,,,,,,,,,,196,6.079497202,apple
,,,,,,,,,,,,,,,,,,204,6.383180271,apple
,,,,,,,,,,,,,,,,,,199,5.867420996,apple
,,,,,,,,,,,,,,,,,,200,5.708418722,apple
,,,,,,,,,,,,,,,,,,199,5.7983508,apple
,,,,,,,,,,,,,,,,,,198,6.28188384,apple
,,,,,,,,,,,,,,,,,,199,5.697945522,apple
,,,,,,,,,,,,,,,,,,203,5.605934087,apple
,,,,,,,,,,,,,,,,,,195,5.85648105,apple
,,,,,,,,,,,,,,,,,,205,6.041053829,apple
,,,,,,,,,,,,,,,,,,198,5.685062404,apple
,,,,,,,,,,,,,,,,,,196,5.669489065,apple
,,,,,,,,,,,,,,,,,,198,5.751707342,apple
,,,,,,,,,,,,,,,,,,204,5.800448951,apple
,,,,,,,,,,,,,,,,,,203,5.821347769,apple
,,,,,,,,,,,,,,,,,,197,6.28022267,apple
,,,,,,,,,,,,,,,,,,198,6.027314401,apple
,,,,,,,,,,,,,,,,,,200,5.636687393,apple
,,,,,,,,,,,,,,,,,,198,5.559363609,apple
,,,,,,,,,,,,,,,,,,196,5.596449493,apple
,,,,,,,,,,,,,,,,,,203,5.893492999,apple
,,,,,,,,,,,,,,,,,,197,5.875718516,apple
,,,,,,,,,,,,,,,,,,201,6.386021424,apple
,,,,,,,,,,,,,,,,,,202,5.710819862,apple
,,,,,,,,,,,,,,,,,,195,5.795985716,apple
,,,,,,,,,,,,,,,,,,204,6.046673619,apple
,,,,,,,,,,,,,,,,,,196,6.443382913,apple
,,,,,,,,,,,,,,,,,,202,5.617227184,apple
,,,,,,,,,,,,,,,,,,202,6.442289294,apple
,,,,,,,,,,,,,,,,,,201,6.162034371,apple
,,,,,,,,,,,,,,,,,,196,5.812781806,apple
,,,,,,,,,,,,,,,,,,198,5.765015126,apple
,,,,,,,,,,,,,,,,,,205,6.184922574,apple
,,,,,,,,,,,,,,,,,,205,5.739652177,apple
,,,,,,,,,,,,,,,,,,199,5.824778636,apple
,,,,,,,,,,,,,,,,,,198,5.554823557,apple
,,,,,,,,,,,,,,,,,,200,6.024248787,apple
,,,,,,,,,,,,,,,,,,204,5.631333387,apple
,,,,,,,,,,,,,,,,,,202,5.811975094,apple
,,,,,,,,,,,,,,,,,,196,5.730557448,apple
,,,,,,,,,,,,,,,,,,202,5.66999105,apple
,,,,,,,,,,,,,,,,,,198,5.682751473,apple
,,,,,,,,,,,,,,,,,,200,6.245858905,apple
,,,,,,,,,,,,,,,,,,199,6.017370134,apple
,,,,,,,,,,,,,,,,,,197,5.53456749,apple
,,,,,,,,,,,,,,,,,,201,5.952367662,apple
,,,,,,,,,,,,,,,,,,204,6.126436584,apple
,,,,,,,,,,,,,,,,,,203,6.406818518,apple
,,,,,,,,,,,,,,,,,,205,6.155939453,apple
,,,,,,,,,,,,,,,,,,195,5.878568981,apple
,,,,,,,,,,,,,,,,,,202,5.935336308,apple
,,,,,,,,,,,,,,,,,,200,5.971332179,apple
,,,,,,,,,,,,,,,,,,200,5.67130617,apple
,,,,,,,,,,,,,,,,,,196,5.882155988,apple
,,,,,,,,,,,,,,,,,,205,6.08551916,apple
,,,,,,,,,,,,,,,,,,197,5.90402645,apple
,,,,,,,,,,,,,,,,,,200,6.110218826,apple
,,,,,,,,,,,,,,,,,,205,6.212302608,apple
,,,,,,,,,,,,,,,,,,197,6.142803397,apple
,,,,,,,,,,,,,,,,,,204,6.365972688,apple
,,,,,,,,,,,,,,,,,,195,6.264202804,apple
,,,,,,,,,,,,,,,,,,204,6.276198595,apple
,,,,,,,,,,,,,,,,,,195,5.514253142,apple
,,,,,,,,,,,,,,,,,,201,5.682343744,apple
,,,,,,,,,,,,,,,,,,197,5.830892252,apple
,,,,,,,,,,,,,,,,,,200,5.603413172,apple
,,,,,,,,,,,,,,,,,,204,6.0967531,apple
,,,,,,,,,,,,,,,,,,197,6.056529526,apple
,,,,,,,,,,,,,,,,,,203,6.160267496,apple
,,,,,,,,,,,,,,,,,,204,5.814434775,apple
,,,,,,,,,,,,,,,,,,196,5.987262638,apple
,,,,,,,,,,,,,,,,,,197,5.570020684,apple
,,,,,,,,,,,,,,,,,,203,5.965551311,apple
,,,,,,,,,,,,,,,,,,196,6.062356467,apple
,,,,,,,,,,,,,,,,,,203,5.895319002,apple
,,,,,,,,,,,,,,,,,,205,6.119432215,apple
,,,,,,,,,,,,,,,,,,203,5.624203283,apple
,,,,,,,,,,,,,,,,,,205,5.52078314,apple
,,,,,,,,,,,,,,,,,,201,5.731535258,apple
,,,,,,,,,,,,,,,,,,203,5.893490899,apple
,,,,,,,,,,,,,,,,,,195,5.560521058,apple
,,,,,,,,,,,,,,,,,,198,6.222390798,apple
,,,,,,,,,,,,,,,,,,197,6.071255131,apple
,,,,,,,,,,,,,,,,,,195,6.231950009,apple
,,,,,,,,,,,,,,,,,,197,5.889480679,apple
,,,,,,,,,,,,,,,,,,198,5.732757516,apple
,,,,,,,,,,,,,,,,,,196,6.400321212,apple
,,,,,,,,,,,,,,,,,,196,6.496934492,apple
,,,,,,,,,,,,,,,,,,197,6.229498836,apple
,,,,,,,,,,,,,,,,,,12,6.354006744,orange
,,,,,,,,,,,,,,,,,,13,7.511755068,orange
,,,,,,,,,,,,,,,,,,6,7.335158382,orange
,,,,,,,,,,,,,,,,,,9,7.813916603,orange
,,,,,,,,,,,,,,,,,,9,7.129136941,orange
,,,,,,,,,,,,,,,,,,10,6.079998496,orange
,,,,,,,,,,,,,,,,,,15,7.408939392,orange
,,,,,,,,,,,,,,,,,,14,7.207991261,orange
,,,,,,,,,,,,,,,,,,14,7.189259647,orange
,,,,,,,,,,,,,,,,,,6,7.365338111,orange
,,,,,,,,,,,,,,,,,,15,7.455991072,orange
,,,,,,,,,,,,,,,,,,8,6.822282114,orange
,,,,,,,,,,,,,,,,,,12,7.028746406,orange
,,,,,,,,,,,,,,,,,,10,6.118430299,orange
,,,,,,,,,,,,,,,,,,6,6.285312759,orange
,,,,,,,,,,,,,,,,,,8,6.559236744,orange
,,,,,,,,,,,,,,,,,,7,7.163245982,orange
,,,,,,,,,,,,,,,,,,5,6.945562889,orange
,,,,,,,,,,,,,,,,,,8,7.474710503,orange
,,,,,,,,,,,,,,,,,,9,7.601189843,orange
,,,,,,,,,,,,,,,,,,6,7.561143224,orange
,,,,,,,,,,,,,,,,,,14,6.361671475,orange
,,,,,,,,,,,,,,,,,,10,6.929216014,orange
,,,,,,,,,,,,,,,,,,5,7.477935216,orange
,,,,,,,,,,,,,,,,,,8,7.684420446,orange
,,,,,,,,,,,,,,,,,,15,7.825531916,orange
,,,,,,,,,,,,,,,,,,12,6.438668989,orange
,,,,,,,,,,,,,,,,,,5,6.946354724,orange
,,,,,,,,,,,,,,,,,,15,7.994465371,orange
,,,,,,,,,,,,,,,,,,14,7.434118807,orange
,,,,,,,,,,,,,,,,,,14,7.781988584,orange
,,,,,,,,,,,,,,,,,,15,6.052318465,orange
,,,,,,,,,,,,,,,,,,6,7.106650373,orange
,,,,,,,,,,,,,,,,,,8,6.22094286,orange
,,,,,,,,,,,,,,,,,,8,6.420457311,orange
,,,,,,,,,,,,,,,,,,7,6.969249676,orange
,,,,,,,,,,,,,,,,,,6,6.011302181,orange
,,,,,,,,,,,,,,,,,,11,6.600948788,orange
,,,,,,,,,,,,,,,,,,5,7.817846496,orange
,,,,,,,,,,,,,,,,,,6,6.8198271,orange
,,,,,,,,,,,,,,,,,,10,7.291405641,orange
,,,,,,,,,,,,,,,,,,15,7.598729065,orange
,,,,,,,,,,,,,,,,,,9,6.157135092,orange
,,,,,,,,,,,,,,,,,,13,7.1917274,orange
,,,,,,,,,,,,,,,,,,8,7.418761774,orange
,,,,,,,,,,,,,,,,,,6,6.488221135,orange
,,,,,,,,,,,,,,,,,,13,6.044167236,orange
,,,,,,,,,,,,,,,,,,10,6.010391864,orange
,,,,,,,,,,,,,,,,,,8,6.949838549,orange
,,,,,,,,,,,,,,,,,,11,7.907956251,orange
,,,,,,,,,,,,,,,,,,5,7.639788459,orange
,,,,,,,,,,,,,,,,,,9,7.53350946,orange
,,,,,,,,,,,,,,,,,,11,6.251586885,orange
,,,,,,,,,,,,,,,,,,9,6.543191814,orange
,,,,,,,,,,,,,,,,,,7,7.651225301,orange
,,,,,,,,,,,,,,,,,,7,6.708889665,orange
,,,,,,,,,,,,,,,,,,14,6.625538653,orange
,,,,,,,,,,,,,,,,,,10,6.528354932,orange
,,,,,,,,,,,,,,,,,,8,6.450640306,orange
,,,,,,,,,,,,,,,,,,10,7.181907673,orange
,,,,,,,,,,,,,,,,,,12,7.016482298,orange
,,,,,,,,,,,,,,,,,,8,6.388617138,orange
,,,,,,,,,,,,,,,,,,13,7.57125447,orange
,,,,,,,,,,,,,,,,,,11,7.609348255,orange
,,,,,,,,,,,,,,,,,,15,7.137136973,orange
,,,,,,,,,,,,,,,,,,9,6.354022554,orange
,,,,,,,,,,,,,,,,,,13,6.196907944,orange
,,,,,,,,,,,,,,,,,,13,7.829507245,orange
,,,,,,,,,,,,,,,,,,12,6.395258356,orange
,,,,,,,,,,,,,,,,,,15,7.992041984,orange
,,,,,,,,,,,,,,,,,,14,6.583411671,orange
,,,,,,,,,,,,,,,,,,8,6.206053072,orange
,,,,,,,,,,,,,,,,,,10,6.976997772,orange
,,,,,,,,,,,,,,,,,,5,6.562594972,orange
,,,,,,,,,,,,,,,,,,12,7.260416405,orange
,,,,,,,,,,,,,,,,,,11,6.460044778,orange
,,,,,,,,,,,,,,,,,,14,6.699164936,orange
,,,,,,,,,,,,,,,,,,12,7.401121811,orange
,,,,,,,,,,,,,,,,,,6,6.912033409,orange
,,,,,,,,,,,,,,,,,,5,7.764040111,orange
,,,,,,,,,,,,,,,,,,9,7.796034006,orange
,,,,,,,,,,,,,,,,,,9,6.969883483,orange
,,,,,,,,,,,,,,,,,,9,6.730757538,orange
,,,,,,,,,,,,,,,,,,11,6.601395755,orange
,,,,,,,,,,,,,,,,,,10,6.465913274,orange
,,,,,,,,,,,,,,,,,,8,6.41354791,orange
,,,,,,,,,,,,,,,,,,12,6.475275337,orange
,,,,,,,,,,,,,,,,,,11,6.407715561,orange
,,,,,,,,,,,,,,,,,,11,6.550814117,orange
,,,,,,,,,,,,,,,,,,10,7.36220835,orange
,,,,,,,,,,,,,,,,,,10,7.36549204,orange
,,,,,,,,,,,,,,,,,,13,7.8546243,orange
,,,,,,,,,,,,,,,,,,10,7.995848977,orange
,,,,,,,,,,,,,,,,,,14,6.725600855,orange
,,,,,,,,,,,,,,,,,,9,7.786725333,orange
,,,,,,,,,,,,,,,,,,5,7.656978112,orange
,,,,,,,,,,,,,,,,,,12,7.105904818,orange
,,,,,,,,,,,,,,,,,,7,7.199106204,orange
,,,,,,,,,,,,,,,,,,15,7.871063004,orange
,,,,,,,,,,,,,,,,,,9,7.566165721,orange
,,,,,,,,,,,,,,,,,,50,6.793245417,papaya
,,,,,,,,,,,,,,,,,,45,6.576261427,papaya
,,,,,,,,,,,,,,,,,,55,6.751452932,papaya
,,,,,,,,,,,,,,,,,,53,6.560743093,papaya
,,,,,,,,,,,,,,,,,,45,6.938313356,papaya
,,,,,,,,,,,,,,,,,,45,6.991626158,papaya
,,,,,,,,,,,,,,,,,,50,6.977700268,papaya
,,,,,,,,,,,,,,,,,,47,6.833768535,papaya
,,,,,,,,,,,,,,,,,,54,6.739170045,papaya
,,,,,,,,,,,,,,,,,,47,6.993473247,papaya
,,,,,,,,,,,,,,,,,,47,6.757470637,papaya
,,,,,,,,,,,,,,,,,,53,6.850663232,papaya
,,,,,,,,,,,,,,,,,,54,6.74274935,papaya
,,,,,,,,,,,,,,,,,,48,6.506120752,papaya
,,,,,,,,,,,,,,,,,,54,6.98992719,papaya
,,,,,,,,,,,,,,,,,,49,6.69215564,papaya
,,,,,,,,,,,,,,,,,,53,6.544029776,papaya
,,,,,,,,,,,,,,,,,,52,6.927803911,papaya
,,,,,,,,,,,,,,,,,,47,6.721835879,papaya
,,,,,,,,,,,,,,,,,,51,6.99223441,papaya
,,,,,,,,,,,,,,,,,,53,6.704204398,papaya
,,,,,,,,,,,,,,,,,,45,6.702424548,papaya
,,,,,,,,,,,,,,,,,,52,6.641098708,papaya
,,,,,,,,,,,,,,,,,,55,6.585346229,papaya
,,,,,,,,,,,,,,,,,,45,6.563134737,papaya
,,,,,,,,,,,,,,,,,,52,6.502289473,papaya
,,,,,,,,,,,,,,,,,,52,6.800321319,papaya
,,,,,,,,,,,,,,,,,,46,6.721130543,papaya
,,,,,,,,,,,,,,,,,,51,6.574677594,papaya
,,,,,,,,,,,,,,,,,,46,6.919342407,papaya
,,,,,,,,,,,,,,,,,,49,6.519779583,papaya
,,,,,,,,,,,,,,,,,,51,6.687088098,papaya
,,,,,,,,,,,,,,,,,,47,6.747975732,papaya
,,,,,,,,,,,,,,,,,,52,6.65149129,papaya
,,,,,,,,,,,,,,,,,,49,6.502675132,papaya
,,,,,,,,,,,,,,,,,,55,6.825371185,papaya
,,,,,,,,,,,,,,,,,,52,6.99104104,papaya
,,,,,,,,,,,,,,,,,,51,6.511624841,papaya
,,,,,,,,,,,,,,,,,,53,6.93172108,papaya
,,,,,,,,,,,,,,,,,,48,6.712772333,papaya
,,,,,,,,,,,,,,,,,,48,6.63016515,papaya
,,,,,,,,,,,,,,,,,,53,6.761953186,papaya
,,,,,,,,,,,,,,,,,,55,6.691202286,papaya
,,,,,,,,,,,,,,,,,,52,6.608667684,papaya
,,,,,,,,,,,,,,,,,,51,6.840802254,papaya
,,,,,,,,,,,,,,,,,,47,6.834808348,papaya
,,,,,,,,,,,,,,,,,,47,6.953439161,papaya
,,,,,,,,,,,,,,,,,,48,6.665024508,papaya
,,,,,,,,,,,,,,,,,,46,6.662875839,papaya
,,,,,,,,,,,,,,,,,,52,6.678695788,papaya
,,,,,,,,,,,,,,,,,,47,6.54277684,papaya
,,,,,,,,,,,,,,,,,,46,6.839443833,papaya
,,,,,,,,,,,,,,,,,,48,6.805277038,papaya
,,,,,,,,,,,,,,,,,,50,6.762522087,papaya
,,,,,,,,,,,,,,,,,,49,6.678449318,papaya
,,,,,,,,,,,,,,,,,,49,6.577192175,papaya
,,,,,,,,,,,,,,,,,,52,6.734005648,papaya
,,,,,,,,,,,,,,,,,,50,6.524459342,papaya
,,,,,,,,,,,,,,,,,,47,6.501521192,papaya
,,,,,,,,,,,,,,,,,,48,6.758479569,papaya
,,,,,,,,,,,,,,,,,,51,6.676578778,papaya
,,,,,,,,,,,,,,,,,,49,6.941496806,papaya
,,,,,,,,,,,,,,,,,,47,6.864143752,papaya
,,,,,,,,,,,,,,,,,,52,6.583528529,papaya
,,,,,,,,,,,,,,,,,,52,6.751747609,papaya
,,,,,,,,,,,,,,,,,,47,6.893509446,papaya
,,,,,,,,,,,,,,,,,,50,6.720744449,papaya
,,,,,,,,,,,,,,,,,,49,6.827812549,papaya
,,,,,,,,,,,,,,,,,,47,6.912299695,papaya
,,,,,,,,,,,,,,,,,,52,6.586107335,papaya
,,,,,,,,,,,,,,,,,,52,6.827305908,papaya
,,,,,,,,,,,,,,,,,,49,6.821774589,papaya
,,,,,,,,,,,,,,,,,,47,6.656458831,papaya
,,,,,,,,,,,,,,,,,,52,6.770384816,papaya
,,,,,,,,,,,,,,,,,,53,6.933809743,papaya
,,,,,,,,,,,,,,,,,,45,6.579441304,papaya
,,,,,,,,,,,,,,,,,,47,6.92791761,papaya
,,,,,,,,,,,,,,,,,,53,6.985804083,papaya
,,,,,,,,,,,,,,,,,,45,6.612429546,papaya
,,,,,,,,,,,,,,,,,,52,6.813383387,papaya
,,,,,,,,,,,,,,,,,,52,6.9677596,papaya
,,,,,,,,,,,,,,,,,,51,6.57398033,papaya
,,,,,,,,,,,,,,,,,,47,6.803094965,papaya
,,,,,,,,,,,,,,,,,,53,6.964955435,papaya
,,,,,,,,,,,,,,,,,,45,6.764213299,papaya
,,,,,,,,,,,,,,,,,,54,6.617703178,papaya
,,,,,,,,,,,,,,,,,,49,6.52711001,papaya
,,,,,,,,,,,,,,,,,,55,6.709668804,papaya
,,,,,,,,,,,,,,,,,,52,6.620729882,papaya
,,,,,,,,,,,,,,,,,,55,6.583760499,papaya
,,,,,,,,,,,,,,,,,,55,6.676407337,papaya
,,,,,,,,,,,,,,,,,,45,6.751298936,papaya
,,,,,,,,,,,,,,,,,,52,6.867554147,papaya
,,,,,,,,,,,,,,,,,,47,6.742490027,papaya
,,,,,,,,,,,,,,,,,,54,6.986228647,papaya
,,,,,,,,,,,,,,,,,,55,6.979102243,papaya
,,,,,,,,,,,,,,,,,,47,6.825664782,papaya
,,,,,,,,,,,,,,,,,,49,6.617066674,papaya
,,,,,,,,,,,,,,,,,,55,6.551892638,papaya
,,,,,,,,,,,,,,,,,,53,6.598860305,papaya
,,,,,,,,,,,,,,,,,,29,6.420018717,coconut
,,,,,,,,,,,,,,,,,,28,5.740054567,coconut
,,,,,,,,,,,,,,,,,,33,5.686972967,coconut
,,,,,,,,,,,,,,,,,,35,6.293662363,coconut
,,,,,,,,,,,,,,,,,,35,6.381975465,coconut
,,,,,,,,,,,,,,,,,,32,5.542169139,coconut
,,,,,,,,,,,,,,,,,,31,5.551963184,coconut
,,,,,,,,,,,,,,,,,,27,5.860740481,coconut
,,,,,,,,,,,,,,,,,,29,5.558807063,coconut
,,,,,,,,,,,,,,,,,,35,5.55771171,coconut
,,,,,,,,,,,,,,,,,,26,5.568365926,coconut
,,,,,,,,,,,,,,,,,,33,6.07071786,coconut
,,,,,,,,,,,,,,,,,,32,5.627860549,coconut
,,,,,,,,,,,,,,,,,,30,6.38488418,coconut
,,,,,,,,,,,,,,,,,,34,5.685889066,coconut
,,,,,,,,,,,,,,,,,,33,6.234458417,coconut
,,,,,,,,,,,,,,,,,,26,6.443168642,coconut
,,,,,,,,,,,,,,,,,,32,5.842317989,coconut
,,,,,,,,,,,,,,,,,,29,5.955742971,coconut
,,,,,,,,,,,,,,,,,,26,5.741367375,coconut
,,,,,,,,,,,,,,,,,,30,5.948342571,coconut
,,,,,,,,,,,,,,,,,,32,6.387067562,coconut
,,,,,,,,,,,,,,,,,,26,5.562911913,coconut
,,,,,,,,,,,,,,,,,,33,5.85971872,coconut
,,,,,,,,,,,,,,,,,,28,6.282955073,coconut
,,,,,,,,,,,,,,,,,,26,6.25449571,coconut
,,,,,,,,,,,,,,,,,,33,5.973853124,coconut
,,,,,,,,,,,,,,,,,,25,6.081568052,coconut
,,,,,,,,,,,,,,,,,,30,6.37466756,coconut
,,,,,,,,,,,,,,,,,,35,6.027707171,coconut
,,,,,,,,,,,,,,,,,,29,5.868285082,coconut
,,,,,,,,,,,,,,,,,,31,6.205931638,coconut
,,,,,,,,,,,,,,,,,,30,5.570745386,coconut
,,,,,,,,,,,,,,,,,,33,6.095261013,coconut
,,,,,,,,,,,,,,,,,,33,6.025789594,coconut
,,,,,,,,,,,,,,,,,,35,5.542873799,coconut
,,,,,,,,,,,,,,,,,,33,6.366219551,coconut
,,,,,,,,,,,,,,,,,,30,5.579845008,coconut
,,,,,,,,,,,,,,,,,,31,5.804965067,coconut
,,,,,,,,,,,,,,,,,,35,6.121005506,coconut
,,,,,,,,,,,,,,,,,,29,6.000248647,coconut
,,,,,,,,,,,,,,,,,,29,5.820978791,coconut
,,,,,,,,,,,,,,,,,,32,5.620733794,coconut
,,,,,,,,,,,,,,,,,,35,6.001936419,coconut
,,,,,,,,,,,,,,,,,,30,6.305740522,coconut
,,,,,,,,,,,,,,,,,,29,6.362544111,coconut
,,,,,,,,,,,,,,,,,,35,5.588655387,coconut
,,,,,,,,,,,,,,,,,,32,6.182232762,coconut
,,,,,,,,,,,,,,,,,,29,5.959493188,coconut
,,,,,,,,,,,,,,,,,,34,5.677282678,coconut
,,,,,,,,,,,,,,,,,,25,5.612122797,coconut
,,,,,,,,,,,,,,,,,,29,6.206077742,coconut
,,,,,,,,,,,,,,,,,,35,5.764812076,coconut
,,,,,,,,,,,,,,,,,,34,6.203376525,coconut
,,,,,,,,,,,,,,,,,,29,6.143662699,coconut
,,,,,,,,,,,,,,,,,,28,6.100429497,coconut
,,,,,,,,,,,,,,,,,,27,5.708409601,coconut
,,,,,,,,,,,,,,,,,,32,5.868255858,coconut
,,,,,,,,,,,,,,,,,,31,6.461225827,coconut
,,,,,,,,,,,,,,,,,,32,6.165084855,coconut
,,,,,,,,,,,,,,,,,,27,6.047044342,coconut
